Identifier Code,Billing Code,Identifier Description,NYU Langone Long Island Gross Charges,NYU Langone Long Island Discounted Cash Price,AETNA HMO
6119933,C1874,STENT GRAFT BLLN EXPND 8X59MM VIABAHN,43289.82,8225.07,44631.8
6119934,C1874,STENT GRAFT 6MM X 7.5 CM VIABAHN,47488.77,9022.87,48960.92
6119978,C1874,STENT CORONARY XIENCE SIERRA 2.25X08MM,14222.25,2702.23,14663.14
6119979,C1874,STENT CORONARY XIENCE SIERRA 2.25X12MM,14222.25,2702.23,14663.14
6119980,C1874,STENT CORONARY XIENCE SIERRA 2.25X15MM,14222.25,2702.23,14663.14
6119981,C1874,STENT CORONARY XIENCE SIERRA 2.25X18MM,14222.25,2702.23,14663.14
6119982,C1874,STENT CORONARY XIENCE SIERRA 2.25X23MM,14222.25,2702.23,14663.14
6119983,C1874,STENT CORONARY XIENCE SIERRA 2.25X28MM,14222.25,2702.23,14663.14
6119984,C1874,STENT CORONARY XIENCE SIERRA 2.25 X33MM,14222.25,2702.23,14663.14
6119985,C1874,STENT CORONARY XIENCE SIERRA 2.25X38MM,14222.25,2702.23,14663.14
6119986,C1874,STENT CORONARY XIENCE SIERRA 2.50X08MM,14222.25,2702.23,14663.14
6119987,C1874,STENT CORONARY XIENCE SIERRA 2.50X12MM,14222.25,2702.23,14663.14
6119988,C1874,STENT CORONARY XIENCE SIERRA 2.50X15MM,14222.25,2702.23,14663.14
6119989,C1874,STENT CORONARY XIENCE SIERRA 2.50X18MM,14222.25,2702.23,14663.14
6119990,C1874,STENT CORONARY XIENCE SIERRA 2.50X23MM,14222.25,2702.23,14663.14
6119991,C1874,STENT CORONARY XIENCE SIERRA 2.50X28MM,14222.25,2702.23,14663.14
6119992,C1874,STENT CORONARY XIENCE SIERRA 2.50X33MM,14222.25,2702.23,14663.14
6119993,C1874,STENT CORONARY XIENCE SIERRA 2.50X38MM,14222.25,2702.23,14663.14
6119994,C1874,STENT CORONARY XIENCE SIERRA 2.75X08MM,14222.25,2702.23,14663.14
6119995,C1874,STENT CORONARY XIENCE SIERRA 2.75X12MM,14222.25,2702.23,14663.14
6119996,C1874,STENT CORONARY XIENCE SIERRA 2.75X15MM,14222.25,2702.23,14663.14
6119997,C1874,STENT CORONARY XIENCE SIERRA 2.75X18MM,14222.25,2702.23,14663.14
6119998,C1874,STENT CORONARY XIENCE SIERRA 2.75X 23MM,14222.25,2702.23,14663.14
6119999,C1874,STENT CORONARY XIENCE SIERRA 2.75X28MM,14222.25,2702.23,14663.14
6120000,C1874,STENT CORONARY XIENCE SIERRA 2.75X33MM,14222.25,2702.23,14663.14
6120001,C1874,STENT CORONARY XIENCE SIERRA 2.75X38MM,14222.25,2702.23,14663.14
6120002,C1874,STENT CORONARY XIENCE SIERRA 3.00X08MM,14222.25,2702.23,14663.14
6120003,C1874,STENT CORONARY XIENCE SIERRA 3.00X12MM,14222.25,2702.23,14663.14
6120004,C1874,STENT CORONARY XIENCE SIERRA 3.00X15MM,14222.25,2702.23,14663.14
6120005,C1874,STENT CORONARY XIENCE SIERRA 3.00X18MM,14222.25,2702.23,14663.14
6120006,C1874,STENT CORONARY XIENCE SIERRA 3.00X23MM,14222.25,2702.23,14663.14
6120007,C1874,STENT CORONARY XIENCE SIERRA 3.00X28MM,14222.25,2702.23,14663.14
6120008,C1874,STENT CORONARY XIENCE SIERRA 3.00X33MM,14222.25,2702.23,14663.14
6120009,C1874,STENT CORONARY XIENCE SIERRA 3.00X38MM,14222.25,2702.23,14663.14
6120010,C1874,STENT CORONARY XIENCE SIERRA 3.25X08MM,14222.25,2702.23,14663.14
6120011,C1874,STENT CORONARY XIENCE SIERRA 3.25X12MM,14222.25,2702.23,14663.14
6120012,C1874,STENT CORONARY XIENCE SIERRA 3.25X15MM,14222.25,2702.23,14663.14
6120013,C1874,STENT CORONARY XIENCE SIERRA 3.25X18MM,14222.25,2702.23,14663.14
6120014,C1874,STENT CORONARY XIENCE SIERRA 3.25X23MM,14222.25,2702.23,14663.14
6120015,C1874,STENT CORONARY XIENCE SIERRA 3.25X28MM,14222.25,2702.23,14663.14
6120016,C1874,STENT CORONARY XIENCE SIERRA 3.25X33MM,14222.25,2702.23,14663.14
6120017,C1874,STENT CORONARY XIENCE SIERRA 3.25X38MM,14222.25,2702.23,14663.14
6120018,C1874,STENT CORONARY XIENCE SIERRA 3.50X08MM,14222.25,2702.23,14663.14
6120019,C1874,STENT CORONARY XIENCE SIERRA 3.50X12MM,14222.25,2702.23,14663.14
6120020,C1874,STENT CORONARY XIENCE SIERRA 3.50X15MM,14222.25,2702.23,14663.14
6120021,C1874,STENT CORONARY XIENCE SIERRA 3.50X18MM,14222.25,2702.23,14663.14
6120022,C1874,STENT CORONARY XIENCE SIERRA 3.50X23MM,14222.25,2702.23,14663.14
6120023,C1874,STENT CORONARY XIENCE SIERRA 3.50X28MM,14222.25,2702.23,14663.14
6120024,C1874,STENT CORONARY XIENCE SIERRA 3.50X33MM,14222.25,2702.23,14663.14
6120025,C1874,STENT CORONARY XIENCE SIERRA 3.50X38MM,14222.25,2702.23,14663.14
6120026,C1874,STENT CORONARY XIENCE SIERRA 4.00X08MM,14222.25,2702.23,14663.14
6120027,C1874,STENT CORONARY XIENCE SIERRA 4.00X12MM,14222.25,2702.23,14663.14
6120028,C1874,STENT CORONARY XIENCE SIERRA 4.00X15MM,14222.25,2702.23,14663.14
6120029,C1874,STENT CORONARY XIENCE SIERRA 4.00X18MM,14222.25,2702.23,14663.14
6120030,C1874,STENT CORONARY XIENCE SIERRA 4.00X23MM,14222.25,2702.23,14663.14
6120031,C1874,STENT CORONARY XIENCE SIERRA 4.00X28MM,14222.25,2702.23,14663.14
6120032,C1874,STENT CORONARY XIENCE SIERRA 4.00X33MM,14222.25,2702.23,14663.14
6120033,C1874,STENT CORONARY XIENCE SIERRA 4.00X38MM,14222.25,2702.23,14663.14
6120054,C1874,CATH VIABHAN VBX 8X79MMX80CM,47488.77,9022.87,48960.92
6120071,C1874,STENT VIABAHN BLLN EXPND 6X29MM,43289.82,8225.07,44631.8
6120148,C1874,STENT GRAFT VIABAHN BLLN EXPAND 6X59MM,43289.82,8225.07,44631.8
6120149,C1874,STENT GRAFT VIABAHN BLLN EXPAND 6X79MM,47488.77,9022.87,48960.92
6120150,C1874,CATH VIABHAN VBX 8X59MMX135CM,43289.82,8225.07,44631.8
6120151,C1874,STENT GRAFT VIABAHN BLLN EXPAND 9X59MM,43289.82,8225.07,44631.8
6120152,C1874,STENT GRAFT VIABAHN BLLN EXPAND 9X79MM,47488.77,9022.87,48960.92
6120286,C1874,STENT DEL SYS AXIOS ELECTROCAUTERY,87385.57,16603.26,90094.52
6120335,C1874,STENT ENDOPRS VIABAHN ENDOPROS 5MMX10X120CM,48829.73,9277.65,50343.45
6120796,C1874,STENT HANAROSTENT ESO FULLY CVRD 18 DM 8CM,19504.8,3705.91,20109.45
6120797,C1874,STENT HANAROSTENT ESO FULLY CVRD 18 DM 10CM,19504.8,3705.91,20109.45
6120798,C1874,STENT HANAROSTENT ESO FULLY CVRD 18 DM 12CM,19504.8,3705.91,20109.45
6120799,C1874,STENT HANAROSTENT ESO FULLY CVRD 18 DM 15CM,19504.8,3705.91,20109.45
6120802,C1874,STENT HANAROSTENT ESO FULLY CVRD 22 DM 12CM,19504.8,3705.91,20109.45
6120803,C1874,STENT HANAROSTENT ESO FULLY CVRD 22 DM 15CM,19504.8,3705.91,20109.45
6120922,C1874,GRAFT STENT VIABAHN 8X15X120CM,54410.27,10337.95,56096.98
6125671,C1874,STENT URETERAL PERCUFLEX PLUS 6FR 22CM DBL PIGTAIL,1459.2,277.25,1504.44
6129069,C1874,STENT HERCULINK 15MM X 6.0MM,16592.63,3152.6,17107
6130117,C1874,STENT RX ML VISION 3 X 18,12190.5,2316.2,12568.41
6131077,C1874,STENT AIRWAY 30MM 12MM 11FR WA,30875.83,5866.41,31832.98
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,44088.98,8376.91,45455.73
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,44088.98,8376.91,45455.73
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,46906.34,8912.2,48360.43
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,44088.98,8376.91,45455.73
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,47488.77,9022.87,48960.92
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,43289.82,8225.07,44631.8
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,44088.98,8376.91,45455.73
6132269,C1874,STENT GRAFT VIABAHN ENDOPROSTH,44088.98,8376.91,45455.73
6133497,C1874,STENT GRAFT FLUENCY PLUS 6 X 8,29731.28,5648.94,30652.94
6133498,C1874,STENT GRAFT FLUENCY PLUS 6 X 4,28376.78,5391.59,29256.46
6134873,C1874,STENT SNARE ATRIEVE 4MM,9790.33,1860.16,10093.83
6134992,C1874,STENT COVERED I CAST 9 X 59 X,36459.75,6927.35,37590.01
6135230,C1874,STENT VIABAHN 5 X 5 X 120,45443.48,8634.26,46852.22
6135399,C1874,STENT BILLIARY ADVANIX 10 X 7,3126.46,594.03,3223.38
6135445,C1874,STENT ESOPHAGEAL FULLY COVERED,23703.75,4503.71,24438.57
6135445,C1874,STENT ESOPHAGEAL FULLY COVERED,30239.21,5745.45,31176.63
6135445,C1874,STENT ESOPHAGEAL FULLY COVERED,31153.5,5919.17,32119.26
6135567,C1874,STENT ACCULINK 5 X 40,31830.75,6047.84,32817.5
6135603,C1874,STENT BILIARY 7FR X 5 CM,3126.46,594.03,3223.38
6135631,C1874,STENT ESOPHAGEAL ALIMAXX-ES 16,31153.5,5919.17,32119.26
6136531,C1874,STENT ESOPHAGEAL 23X120MMX90CM NITINOL TAPERED TIP OTW,30239.21,5745.45,31176.63
6136893,C1874,STENT VIABAHN 6 X 2.5 X 120,45443.48,8634.26,46852.22
6136945,C1874,STENT MONTGOMERY LARYNGEAL SMA,1625.4,308.83,1675.79
6136950,C1874,STENT MONTGOMERY LARYNGEAL LAR,1625.4,308.83,1675.79
6137931,C1874,STENT 10MM X 10MM AXIOS & DELI,70461.09,13387.61,72645.38
6137932,C1874,STENT 15MM X 10MM AXIOS & DELI,70461.09,13387.61,72645.38
6139971,C1874,STENT VIABAHN 6 X 5 VBJR060502,38874.15,7386.09,40079.25
6140191,C1874,GRAFT STENT BIF 36 X 16 X 166M,135111.38,25671.16,139299.83
6140194,C1874,GRAFT STENT BIF 25 X 13 X 145M,135111.38,25671.16,139299.83
6140236,C1874,STENT GRAFT VIABAHN ENDO PROSTH,43289.82,8225.07,44631.8
6140237,C1874,STENTGRAFT VIABAHN ENDOPROSTHE,43289.82,8225.07,44631.8
6140708,C1874,STENT VIABAHN 7 X 5 VBJR070502,44075.43,8374.33,45441.77
6141568,C1874,STENT ESOPHAGEAL MAXX-1910,31153.5,5919.17,32119.26
6142408,C1874,STNT VIABAHN 7MM X 5CM WITH RA,44088.98,8376.91,45455.73
6142795,C1874,STENT FLUENCY 7MM X 60MM FEM07060,28376.78,5391.59,29256.46
6142835,C1874,STENT ABSORB GT 1 BVS 3.0 X 12,17608.5,3345.62,18154.36
6143782,C1874,STENT VIABAHN ENDOPROSTHESIS 8,38670.98,7347.49,39869.78
6144026,C1874,STENT COVERED I CAST 7 X 59 X,37587.38,7141.6,38752.58
6144737,C1874,STENT COBRA 2.5 X 12,11513.25,2187.52,11870.16
6144859,C1874,STENT COBRA 3 X 18,11513.25,2187.52,11870.16
6144972,C1874,STENT TIGRIS 6 X 80 X 120 PHA0,20249.78,3847.46,20877.52
6145339,C1874,STENT COBRA 3 X 8,11513.25,2187.52,11870.16
6145340,C1874,STENT COBRA 3.5 X 18,11513.25,2187.52,11870.16
6145341,C1874,STENT COBRA 4 X 18,11513.25,2187.52,11870.16
6145343,C1874,STENT COBRA 3.5 X 15,11513.25,2187.52,11870.16
6145346,C1874,STENT COBRA 2.75 X 18,11513.25,2187.52,11870.16
6145347,C1874,STENT COBRA 3 X 12,11513.25,2187.52,11870.16
6145419,C1874,STENT COBRA 3 X 30,11513.25,2187.52,11870.16
6145667,C1874,STENT COBRA 2.50 X 18,11513.25,2187.52,11870.16
6145862,C1874,STENT COBRA 4.00 X 30MM,11513.25,2187.52,11870.16
6145891,C1874,STENT LIFESTREAM 6MM X 26MM X,32508,6176.52,33515.75
6145892,C1874,STENT LIFESTREAM 6MM X 37MM X,32508,6176.52,33515.75
6146024,C1874,STENT URETERAL 26CM 8FR PERCUF,2134.29,405.51,2200.45
6147557,C1874,STENT URETERAL  3 FR X 10CM,1807.85,343.49,1863.89
6147926,C1874,STENT PANC GEENAN,1015.88,193.02,1047.37
6148511,C1874,STENT URETHRAL ZAONTZ 8FR 12CM,518.5,98.52,534.58
6148536,C1874,STENT URETHRAL ZAONTZ 6FR 12CM,518.5,98.52,534.58
6148592,C1874,STENT BALLOON UTERINE W/ INFLA,565.5,107.45,583.03
6148994,C1874,STENT URETHRAL ZAONTZ 10FR 12C,518.5,98.52,534.58
6149964,C1874,CATH VIABAHN VBX 9X39MM,43289.82,8225.07,44631.8
6149977,C1874,CATH VIABHAN VBX 8X29MM,43289.82,8225.07,44631.8
6149978,C1874,CATH VIABHAN VBX 8X39MMX135CM,43289.82,8225.07,44631.8
6149979,C1874,CATH VIABHAN VBX 8X79MMX135CM,47488.77,9022.87,48960.92
6149981,C1874,CATH VIABAHNBX 11X59X135CM,43289.82,8225.07,44631.8
6150064,C1874,GRAFT TAA ZENITH ALPHA ZTA 38X117MM,175854,33412.26,181305.47
6150065,C1874,GRAFT TAA ZENITH ALPHA ZTA-PT 42X173MM,175854,33412.26,181305.47
6150166,C1874,GRAFT VIABAHN VBX BLLN EXPAND 8X79MM,47488.77,9022.87,48960.92
6150192,C1874,STENT TRCHBRNC ULTRA FLEX 8X40,43865.48,8334.44,45225.31
6150231,C1874,GRAFT VIABAHN VBX BLLN EXPND 11MMX39MM,43289.82,8225.07,44631.8
6150358,C1874,STENT PROMUS ELITE MR 2.25X8MM,21672,4117.68,22343.83
6150359,C1874,STENT PROMUS ELITE MR 2.50X8MM,21672,4117.68,22343.83
6150360,C1874,STENT PROMUS ELITE MR 2.75X8MM,21672,4117.68,22343.83
6150361,C1874,STENT PROMUS ELITE MR 3.00X8MM,21672,4117.68,22343.83
6150362,C1874,STENT PROMUS ELITE MR 3.50X8MM,21672,4117.68,22343.83
6150363,C1874,STENT PROMUS ELITE MR 4.00X8MM,21672,4117.68,22343.83
6150364,C1874,STENT PROMUS ELITE MR 2.25X12MM,21672,4117.68,22343.83
6150365,C1874,STENT PROMUS ELITE MR 2.50X12MM,21672,4117.68,22343.83
6150366,C1874,STENT PROMUS ELITE MR 2.75X12MM,21672,4117.68,22343.83
6150367,C1874,STENT PROMUS ELITE MR 3.00X12MM,21672,4117.68,22343.83
6150368,C1874,STENT PROMUS ELITE MR 3.50X12MM,21672,4117.68,22343.83
6150369,C1874,STENT PROMUS ELITE MR 4.00X12MM,21672,4117.68,22343.83
6150370,C1874,STENT PROMUS ELITE MR 2.25X16MM,21672,4117.68,22343.83
6150371,C1874,STENT PROMUS ELITE MR 2.50X16MM,21672,4117.68,22343.83
6150372,C1874,STENT PROMUS ELITE MR 2.75X16MM,21672,4117.68,22343.83
6150373,C1874,STENT PROMUS ELITE MR 3.50X38MM,21672,4117.68,22343.83
6150374,C1874,STENT PROMUS ELITE MR 4.00X38MM,21672,4117.68,22343.83
6150375,C1874,STENT PROMUS ELITE MR 3.00X16MM,21672,4117.68,22343.83
6150376,C1874,STENT PROMUS ELITE MR 3.50X16MM,21672,4117.68,22343.83
6150377,C1874,STENT PROMUS ELITE MR 4.00X16MM,21672,4117.68,22343.83
6150378,C1874,STENT PROMUS ELITE MR 2.25X20MM,21672,4117.68,22343.83
6150379,C1874,STENT PROMUS ELITE MR 2.50X20MM,21672,4117.68,22343.83
6150380,C1874,STENT PROMUS ELITE MR 2.75X20MM,21672,4117.68,22343.83
6150381,C1874,STENT PROMUS ELITE MR 3.00X20MM,21672,4117.68,22343.83
6150382,C1874,STENT PROMUS ELITE MR 3.50X20MM,21672,4117.68,22343.83
6150383,C1874,STENT PROMUS ELITE MR 4.00X20MM,21672,4117.68,22343.83
6150384,C1874,STENT PROMUS ELITE MR 2.25X24MM,21672,4117.68,22343.83
6150385,C1874,STENT PROMUS ELITE MR 2.50X24MM,21672,4117.68,22343.83
6150386,C1874,STENT PROMUS ELITE MR 2.75X24MM,21672,4117.68,22343.83
6150387,C1874,STENT PROMUS ELITE MR 3.00X24MM,21672,4117.68,22343.83
6150388,C1874,STENT PROMUS ELITE MR 3.50X24MM,21672,4117.68,22343.83
6150389,C1874,STENT PROMUS ELITE MR 4.00X24MM,21672,4117.68,22343.83
6150390,C1874,STENT PROMUS ELITE MR 2.25X28MM,21672,4117.68,22343.83
6150391,C1874,STENT PROMUS ELITE MR 2.50X28MM,21672,4117.68,22343.83
6150392,C1874,STENT PROMUS ELITE MR 2.75X28MM,21672,4117.68,22343.83
6150393,C1874,STENT PROMUS ELITE MR 3.00X28MM,21672,4117.68,22343.83
6150394,C1874,STENT PROMUS ELITE MR 3.50X28MM,21672,4117.68,22343.83
6150395,C1874,STENT PROMUS ELITE MR 4.00X28MM,21672,4117.68,22343.83
6150396,C1874,STENT PROMUS ELITE MR 2.25X32MM,21672,4117.68,22343.83
6150397,C1874,STENT PROMUS ELITE MR 2.50X32MM,21672,4117.68,22343.83
6150398,C1874,STENT PROMUS ELITE MR 2.75X32MM,21672,4117.68,22343.83
6150399,C1874,STENT PROMUS ELITE MR 3.00X32MM,21672,4117.68,22343.83
6150400,C1874,STENT PROMUS ELITE MR 3.50X32MM,21672,4117.68,22343.83
6150401,C1874,STENT PROMUS ELITE MR 4.00X32MM,21672,4117.68,22343.83
6150402,C1874,STENT PROMUS ELITE MR 2.50X38MM,21672,4117.68,22343.83
6150403,C1874,STENT PROMUS ELITE MR 2.75X38MM,21672,4117.68,22343.83
6150404,C1874,STENT PROMUS ELITE MR 3.00X38MM,21672,4117.68,22343.83
6150616,C1874,STENT VASC ELUVIA 6X40MMX130XM,27022.28,5134.23,27859.97
6150617,C1874,STENT VASC ELUVIA 6X60X130XM,31085.78,5906.3,32049.43
6150618,C1874,STENT VASC ELUVIA 6X80MMX130XM,35149.28,6678.36,36238.9
6150619,C1874,STENT VASC ELUVIA 6X100MMX130XM,35149.28,6678.36,36238.9
6150620,C1874,STENT VASC ELUVIA 6X120MMX130XM,39212.78,7450.43,40428.37
6150621,C1874,STENT VASC ELUVIA 7X40MMX130XM,27022.28,5134.23,27859.97
6150622,C1874,STENT VASC ELUVIA 7X60MMX130XM,31085.78,5906.3,32049.43
6150623,C1874,STENT VASC ELUVIA 7X80MMX130XM,35149.28,6678.36,36238.9
6150624,C1874,STENT VASC ELUVIA 7X100MMX130XM,35149.28,6678.36,36238.9
6150625,C1874,STENT VASC ELUVIA 7MM X 120MM X 130XM,39212.78,7450.43,40428.37
6151161,C1874,GRAFT STENT VIABAHN HEP 10MMX5CM 035 11FRX120CM ANASTOMOSIS,42761.57,8124.7,44087.17
6151162,C1874,GRAFT STENT VIABAHN HEP 11MMX10CM 035 11FRX120CM ANASTOMOSIS,46906.34,8912.2,48360.43
6151338,C1874,STENT DES BTK 3.5X80MMX130CM,-1,-1,-1
6151431,C1874,GRAFT STENT ENDURANT II 24X24X82MM 16FR AAA ILC EXT DEL SYS,63373.67,12041,65338.25
6151662,C1874,GRAFT VIABAHN VBX BLLN EXPND 11X29MM,43289.82,8225.07,44631.8
6151772,C1874,GRAFT STENT 4X60MM,7883.19,1497.81,8127.57
6152499,C1874,STENT GRAFTMASTER RX 4.8 X 16,32440.28,6163.65,33445.92
6153277,C1874,STENT VIABAHN BLLN EXPND 6X19MM,35785.89,6799.32,36895.25
6153312,C1874,GRAFT STENT VIABAHN VBX BLLN EXPND ENDOPROTHESIS 10X59MM,43289.82,8225.07,44631.8
6153802,C1874,GRAFT VIABAHN VBX 8X79MM X 135CM,47488.77,9022.87,48960.92
6154054,C1874,STENT COVERA 7MMX40MMX80CM,37858.28,7193.07,39031.88
6154055,C1874,STENT COVERA 8MMX40MMX80CM,37858.28,7193.07,39031.88
6155261,C1874,STENT VIABAHN BLLN EXPND 10X79MM,47488.77,9022.87,48960.92
6155262,C1874,STENT VIABAHN BLLN EXPND 11X79MM,47488.77,9022.87,48960.92
6155512,C1874,STENT TRACHEOBRONCHIAL 18X80MM,43865.48,8334.44,45225.31
6156087,C1874,STENT COR 2.25 X13 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156088,C1874,STENT COR 4.0X13 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156089,C1874,STENT COR 2.25X15 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156090,C1874,STENT COR 2.5X15 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156091,C1874,STENT COR 4.0X15 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156092,C1874,STENT COR 4.0X18 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156093,C1874,STENT COR 2.5X22 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156094,C1874,STENT COR 4.0X22 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156095,C1874,STENT COR 4.0X26 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156096,C1874,STENT COR 2.5X35 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156097,C1874,STENT COR 3.0X35 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156098,C1874,STENT COR 3.5X35 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156099,C1874,STENT COR 4.0X35 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156100,C1874,STENT COR 2.5X40 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156101,C1874,STENT COR 3.0X40 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156102,C1874,STENT COR 3.5X40 DRUG ELUTING ORSIRO,11513.25,2187.52,11870.16
6156269,C1874,STENT ALIMAXX-E FULLY CVRD ESOPH 18X70MM,31153.5,5919.17,32119.26
6156372,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X18MM,11513.25,2187.52,11870.16
6156373,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.75X35MM,11513.25,2187.52,11870.16
6156481,C1874,STENT ESOPHAGEAL 20MMX10CM,36571.5,6948.59,37705.22
6156482,C1874,STENT ESOPHAGEAL 20MMX12CM,36571.5,6948.59,37705.22
6156599,C1874,STENT COVERA 7X60MMX80CM FLARE,37858.28,7193.07,39031.88
6156600,C1874,STENT COVERA 8X60MMX80CM FLARE,37858.28,7193.07,39031.88
6156601,C1874,STENT COVERA 6X40MMX120CM STRA,37858.28,7193.07,39031.88
6156602,C1874,STENT COVERA 6X80MMX120CM STRA,37858.28,7193.07,39031.88
6156603,C1874,STENT COVERA 10X60MMX80CM STRA,37858.28,7193.07,39031.88
6156654,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.25X9MM,11513.25,2187.52,11870.16
6156655,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.5X9MM,11513.25,2187.52,11870.16
6156656,C1874,STENT CORONARY DRUG ELUTING ORSIRO  2.75X9MM,11513.25,2187.52,11870.16
6156657,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X9MM,11513.25,2187.52,11870.16
6156658,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.5X9MM,11513.25,2187.52,11870.16
6156659,C1874,STENT CORONARY  DRUG ELUTING ORSIRO 4X9MM,11513.25,2187.52,11870.16
6156660,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.5X13MM,11513.25,2187.52,11870.16
6156661,C1874,STENT CORONARY  DRUG ELUTING ORSIRO 2.75X13MM,11513.25,2187.52,11870.16
6156662,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X13MM,11513.25,2187.52,11870.16
6156663,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.5X13MM,11513.25,2187.52,11870.16
6156664,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.75X15MM,11513.25,2187.52,11870.16
6156665,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X15MM,11513.25,2187.52,11870.16
6156666,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.5X15MM,11513.25,2187.52,11870.16
6156667,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.25X18MM,11513.25,2187.52,11870.16
6156668,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.5X18MM,11513.25,2187.52,11870.16
6156670,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.5X18MM,11513.25,2187.52,11870.16
6156671,C1874,STENT CORONARY  DRUG ELUTING ORSIRO 2.25X22MM,11513.25,2187.52,11870.16
6156672,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.75X22MM,11513.25,2187.52,11870.16
6156673,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.0X22MM,11513.25,2187.52,11870.16
6156674,C1874,STENT CORONARYDRUG ELUTING ORSIRO 3.5X22MM,11513.25,2187.52,11870.16
6156675,C1874,STENT CORONARY DRUG ELUTING ORSIRO  2.25X26MM,11513.25,2187.52,11870.16
6156676,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.5X26MM,11513.25,2187.52,11870.16
6156677,C1874,STENT CORONARY DRUG ELUTING ORSIRO  2.75X26MM,11513.25,2187.52,11870.16
6156678,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X26MM,11513.25,2187.52,11870.16
6156679,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3.5X26MM,11513.25,2187.52,11870.16
6156680,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.25X30MM,11513.25,2187.52,11870.16
6156681,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.5X30MM,11513.25,2187.52,11870.16
6156682,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.75X30MM,11513.25,2187.52,11870.16
6156683,C1874,STENT CORONARY DRUG ELUTING ORSIRO 3X30MM,11513.25,2187.52,11870.16
6156684,C1874,STENT CORONARY DRUG ELUTING ORSIRO  3.5X30MM,11513.25,2187.52,11870.16
6156685,C1874,STENT CORONARY DRUG ELUTING ORSIRO 4X30MM,11513.25,2187.52,11870.16
6156686,C1874,STENT CORONARY DRUG ELUTING ORSIRO 2.75X40MM,11513.25,2187.52,11870.16
6156687,C1874,STENT CORONARY DRUG ELUTING ORSIRO 4X40MM,11513.25,2187.52,11870.16
6156921,C1874,STENT COR IDS PLATFORM 2.50X23MM,-1,-1,-1
6156922,C1874,STENT COR IDS PLATFORM  2.50X28MM,-1,-1,-1
6156923,C1874,STENT COR IDS PLATFORM 3.00X8MM,-1,-1,-1
6156924,C1874,STENT COR IDS PLATFORM 3.00X13MM,-1,-1,-1
6156925,C1874,STENT COR IDS PLATFORM 3.00X18MM,-1,-1,-1
6156926,C1874,STENT COR IDS PLATFORM 3.00X23MM,-1,-1,-1
6156927,C1874,STENT COR IDS PLATFORM 3.50X28MM,-1,-1,-1
6156927,C1874,STENT COR IDS PLATFORM 3.50X28MM,-1,-1,-1
6156941,C1874,STENT SVELTE COR DRUG ELUTING RX 2.5X18MM,-1,-1,-1
6156943,C1874,STENT SVELTE COR DRUG ELUTING RX 2.5X28MM,-1,-1,-1
6156944,C1874,STENT SVELTE COR DRUG ELUTING RX 2.5X33MM,-1,-1,-1
6156945,C1874,STENT SVELTE COR DRUG ELUTING RX 2.5X38MM,-1,-1,-1
